ClassLoader.loadClass;Harness;java.lang.Class.forName0;;jdk.internal.loader.ClassLoaders$AppClassLoader;jdk.internal.loader.ClassLoaders$AppClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SES;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SET;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SEV;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SEZ;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SLEEP;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SPM;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$ST;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$STD;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$STPD;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$STPI;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$STS;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SUB;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SUBI;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$SWAP;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$WDR;avrora.arch.legacy.LegacyArchitecture.getDisassembler;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$WORD_class;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr$WrongNumberOfOperands;avrora.arch.legacy.LegacyDisassembler.decode_JMP_0;1108;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstr;avrora.arch.legacy.LegacyArchitecture.newInstrArray;70;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstrProperties;avrora.arch.legacy.LegacyInstr$JMP.<clinit>;1868;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstrProto;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInstrVisitor;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInterpreter$Factory;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyInterpreter;avrora.sim.mcu.ATMega128.<init>;373;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyRegister$Set;avrora.arch.legacy.LegacyRegister.<clinit>;125;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyRegister;avrora.arch.legacy.LegacyDisassembler.<clinit>;129;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.legacy.LegacyState;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.arch.msp430.MSP430Architecture;avrora.arch.ArchitectureRegistry.addArchitectures;60;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.core.LoadableProgram;avrora.sim.types.SensorSimulation.createNodes;348;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.core.Program;java.lang.Class.getDeclaredMethods0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.core.ProgramReader;avrora.Defaults.addInputFormats;147;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.core.SourceMapping$1;avrora.core.SourceMapping.<clinit>;62;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.core.SourceMapping$Location;avrora.core.SourceMapping.newLocation;216;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.core.SourceMapping;avrora.syntax.elf.ELFParser.loadSymbolTables;105;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.BreakMonitor;avrora.Defaults.addMonitors;95;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.CallMonitor;avrora.Defaults.addMonitors;94;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.CallTimeMonitor;avrora.Defaults.addMonitors;113;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.CallTreeProfiler;avrora.Defaults.addMonitors;114;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.EnergyMonitor;avrora.Defaults.addMonitors;103;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.EnergyProfiler;avrora.Defaults.addMonitors;107;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.GDBServer;avrora.Defaults.addMonitors;109;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.IORegMonitor;avrora.Defaults.addMonitors;116;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.InteractiveMonitor;avrora.Defaults.addMonitors;105;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.InterruptMonitor;avrora.Defaults.addMonitors;104;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.LEDMonitor$Mon;avrora.monitors.LEDMonitor.newMonitor;70;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.LEDMonitor;avrora.Defaults.addMonitors;101;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.MemoryMonitor;avrora.Defaults.addMonitors;99;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.Monitor;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.MonitorFactory;avrora.Defaults.addMonitors;92;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.PacketMonitor$Mon;avrora.monitors.PacketMonitor.newMonitor;322;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.PacketMonitor;avrora.Defaults.addMonitors;108;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.PrintMonitor;avrora.Defaults.addMonitors;96;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.ProfileMonitor;avrora.Defaults.addMonitors;98;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.RealTimeMonitor;avrora.Defaults.addMonitors;118;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.RetAddrWatch;avrora.Defaults.addMonitors;120;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.SPIMonitor;avrora.Defaults.addMonitors;112;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.SerialMonitor;avrora.Defaults.addMonitors;111;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.SimPerfMonitor;avrora.Defaults.addMonitors;110;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.SleepMonitor;avrora.Defaults.addMonitors;100;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.SnifferMonitor;avrora.Defaults.addMonitors;119;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.StackMonitor;avrora.Defaults.addMonitors;102;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.TimerMonitor;avrora.Defaults.addMonitors;97;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.TraceMonitor;avrora.Defaults.addMonitors;106;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.TripTimeMonitor;avrora.Defaults.addMonitors;115;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.monitors.VirgilMonitor;avrora.Defaults.addMonitors;117;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.ActiveRegister;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.AtmelInterpreter$IORegBehavior;avrora.sim.AtmelInterpreter.<init>;359;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.AtmelInterpreter$SREGBehavior;avrora.sim.AtmelInterpreter.<init>;362;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.AtmelInterpreter$StateImpl;avrora.sim.AtmelInterpreter.<init>;323;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.AtmelInterpreter;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.CodeSegment$Factory;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.CodeSegment$NoLegacyInstr;avrora.sim.CodeSegment.<init>;102;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.CodeSegment$ProbedLegacyInstr;avrora.sim.mcu.ReprogrammableCodeSegment$Factory.newCodeSegment;92;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.CodeSegment;avrora.sim.mcu.ATMega128.<clinit>;341;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.FiniteStateMachine$Probe;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.FiniteStateMachine$State;avrora.sim.FiniteStateMachine.<init>;168;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.FiniteStateMachine$TransitionEvent;avrora.sim.FiniteStateMachine.<init>;127;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.FiniteStateMachine;avrora.sim.mcu.ATMega128.<clinit>;105;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Interpreter;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.InterpreterError$NoSuchInstructionException;avrora.sim.CodeSegment.<init>;102;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.InterpreterFactory;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.InterruptTable$Notification;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.InterruptTable;avrora.sim.AtmelInterpreter.<init>;371;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.RWRegister;avrora.sim.mcu.RegisterSet.<init>;224;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Segment$AddressOutOfBoundsException;avrora.sim.mcu.ReprogrammableCodeSegment$Factory.newCodeSegment;92;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Segment;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Simulation$Iter;avrora.sim.Simulation.getNodeIterator;693;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Simulation$Node;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Simulation;avrora.Main.runAction;135;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Simulator$Event;avrora.sim.types.SensorSimulation.process;329;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Simulator$InterruptProbe;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Simulator$Probe;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Simulator$Watch;avrora.sim.mcu.ATMega128.<init>;373;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.Simulator;avrora.sim.Simulation.createSimulator;413;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.SimulatorThread;avrora.sim.types.SensorSimulation$SensorNode.createNode;172;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.State;avrora.sim.mcu.ATMega128.<init>;373;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.Clock;avrora.actions.SimAction.run;86;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.ClockDomain;avrora.sim.platform.Mica2$Factory.newPlatform;71;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.DeltaQueue$EventList;avrora.sim.clock.DeltaQueue.newEventList;375;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.DeltaQueue$Link;avrora.sim.clock.DeltaQueue.newLink;352;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.DeltaQueue;avrora.sim.clock.MainClock.<init>;58;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.DerivedClock;avrora.sim.platform.Mica2$Factory.newPlatform;71;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.MainClock;avrora.actions.SimAction.run;86;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.RippleSynchronizer$NotifyEvent;avrora.sim.clock.RippleSynchronizer.addNode;268;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.RippleSynchronizer$WaitLink;avrora.sim.clock.RippleSynchronizer.<init>;50;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.RippleSynchronizer;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.clock.Synchronizer;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.energy.Energy;avrora.sim.mcu.ATMega128.<init>;378;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.energy.EnergyControl;avrora.sim.Simulator.<init>;116;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ADC$1;avrora.sim.mcu.ADC.<init>;51;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ADC$2;avrora.sim.mcu.ADC.<clinit>;57;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ADC$ADCInput;avrora.sim.mcu.ATMega128.installDevices;430;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ADC$ControlRegister$ConversionEvent;avrora.sim.mcu.ADC$ControlRegister.<init>;202;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ADC$ControlRegister;avrora.sim.mcu.ADC.<init>;64;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ADC$MUXRegister;avrora.sim.mcu.ADC.<init>;63;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ADC;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMega128;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$DirectionRegister;avrora.sim.mcu.ATMegaFamily.buildPort;382;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$FlagRegister$Notification;avrora.sim.mcu.ATMegaFamily$FlagRegister.<init>;121;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$FlagRegister;avrora.sim.mcu.ATMegaFamily.buildInterruptRange;405;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$InterruptFlag;avrora.sim.mcu.USART$ControlRegisterA.<init>;411;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$MaskRegister;avrora.sim.mcu.ATMegaFamily.buildInterruptRange;406;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$PinRegister;avrora.sim.mcu.ATMegaFamily.buildPort;383;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$PortRegister;avrora.sim.mcu.ATMegaFamily.buildPort;381;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$Timer0$ASSRRegister;avrora.sim.mcu.ATMegaFamily$Timer0.<init>;259;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$Timer0;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$Timer1;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$Timer2;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily$Timer3;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ATMegaFamily;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.AtmelInternalDevice;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.AtmelMicrocontroller$INTPin$InterruptTableNotification;avrora.sim.mcu.AtmelMicrocontroller$INTPin.updateSensedLevel;367;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.AtmelMicrocontroller$INTPin;avrora.sim.mcu.ATMega128.installDevices;393;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.AtmelMicrocontroller$InterruptType;avrora.sim.mcu.AtmelMicrocontroller$INTPin.triggersInterrupt;333;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.AtmelMicrocontroller;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.DefaultMCU$Pin;avrora.sim.mcu.ATMega128.installPins;383;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.DefaultMCU;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.EEPROM$EEARHReg;avrora.sim.mcu.EEPROM.<init>;86;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.EEPROM$EEARLReg;avrora.sim.mcu.ATMega128.installDevices;425;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.EEPROM$EECRReg;avrora.sim.mcu.EEPROM.<init>;90;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.EEPROM$EEPROMTicker;avrora.sim.mcu.EEPROM.<init>;86;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.EEPROM$EEPROMWriteFinishedEvent;avrora.sim.mcu.EEPROM.<init>;87;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.EEPROM;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.MCUProperties;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Microcontroller$Pin$Input;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Microcontroller$Pin$InputListener;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
