ClassLoader.loadClass;Harness;java.lang.Class.forName0;;jdk.internal.loader.ClassLoaders$AppClassLoader;jdk.internal.loader.ClassLoaders$AppClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Microcontroller$Pin$ListenableBooleanViewInput;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Microcontroller$Pin$ListenableInput;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Microcontroller$Pin$Output;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Microcontroller$Pin;avrora.sim.mcu.DefaultMCU.<init>;60;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Microcontroller;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterLayout$Field;avrora.sim.mcu.RegisterLayout.<clinit>;87;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterLayout$RegisterInfo;avrora.sim.mcu.RegisterLayout.<init>;138;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterLayout$SubField;avrora.sim.mcu.RegisterLayout.parseSubFields;217;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterLayout;avrora.sim.mcu.ATMega128.<clinit>;184;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterSet$Field;avrora.sim.mcu.RegisterSet.<init>;215;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterSet$FieldWriter;avrora.sim.mcu.RegisterSet.<init>;214;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterSet$MultiFieldRegister;avrora.sim.mcu.RegisterSet.createMultiFieldRegister;237;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterSet$SubFieldWriter;avrora.sim.mcu.RegisterSet.createSubRegWriter;253;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterSet$SubRegWriter;avrora.sim.mcu.RegisterSet.createMultiFieldRegister;233;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterSet$TotalFieldWriter;avrora.sim.mcu.RegisterSet.createSubRegWriter;250;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterSet$UnusedWriter;avrora.sim.mcu.RegisterSet.createSubRegWriter;247;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.RegisterSet;avrora.sim.mcu.RegisterLayout.instantiate;206;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ReprogrammableCodeSegment$Factory;avrora.sim.mcu.ATMega128.<clinit>;341;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ReprogrammableCodeSegment$SPMCSR_reg$ResetEvent;avrora.sim.mcu.ReprogrammableCodeSegment$SPMCSR_reg.<init>;107;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ReprogrammableCodeSegment$SPMCSR_reg;avrora.sim.mcu.ReprogrammableCodeSegment.<init>;215;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.ReprogrammableCodeSegment;avrora.sim.mcu.ATMega128.<clinit>;341;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.SPI$Frame;avrora.sim.mcu.SPI.<clinit>;72;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.SPI$SPCRReg;avrora.sim.mcu.SPI.<init>;105;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.SPI$SPDReg$TransmitRegister;avrora.sim.mcu.SPI$SPDReg.<init>;193;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.SPI$SPDReg;avrora.sim.mcu.SPI.<init>;104;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.SPI$SPSReg;avrora.sim.mcu.SPI.<init>;106;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.SPI$TransferEvent;avrora.sim.mcu.SPI.<init>;53;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.SPI;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.SPIDevice;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$1;avrora.sim.mcu.ATMega128.installDevices;414;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$2;avrora.sim.mcu.ATMega128.installDevices;414;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$BufferedRegister;avrora.sim.mcu.ATMega128.installDevices;414;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$InputCapturePin;avrora.sim.mcu.Timer16Bit.<init>;259;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$Mode_CTC;avrora.sim.mcu.Timer16Bit.installTickers;299;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$Mode_FastPWM;avrora.sim.mcu.Timer16Bit.installTickers;300;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$Mode_Normal;avrora.sim.mcu.Timer16Bit.installTickers;295;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$Mode_PWMPhaseCorrect;avrora.sim.mcu.Timer16Bit.installTickers;296;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$Mode_PWM_PNF;avrora.sim.mcu.Timer16Bit.installTickers;303;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$Mode_Reserved;avrora.sim.mcu.Timer16Bit.installTickers;308;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$OCRnxPairedRegister;avrora.sim.mcu.Timer16Bit$OutputCompareUnit.<init>;119;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$OCRnxTempHighRegister;avrora.sim.mcu.Timer16Bit$OutputCompareUnit.<init>;126;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$OutputCompareUnit$FOC_Field;avrora.sim.mcu.Timer16Bit.newOCU;326;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$OutputCompareUnit;avrora.sim.mcu.Timer16Bit.<init>;263;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$PairedRegister;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit$TCNTnRegister;avrora.sim.mcu.ATMega128.installDevices;414;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer16Bit;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer8Bit$BufferedRegister;avrora.sim.mcu.Timer8Bit.<init>;87;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer8Bit$ControlRegister;avrora.sim.mcu.Timer8Bit.<init>;85;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer8Bit$Mode_CTC;avrora.sim.mcu.Timer8Bit.installTickers;114;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer8Bit$Mode_FastPWM;avrora.sim.mcu.Timer8Bit.installTickers;115;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer8Bit$Mode_Normal;avrora.sim.mcu.Timer8Bit.installTickers;113;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer8Bit$Mode_PWM;avrora.sim.mcu.Timer8Bit.installTickers;116;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer8Bit$TCNTnRegister;avrora.sim.mcu.Timer8Bit.<init>;86;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.Timer8Bit;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$ControlRegisterA;avrora.sim.mcu.USART.<init>;207;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$ControlRegisterB;avrora.sim.mcu.USART.<init>;208;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$ControlRegisterC;avrora.sim.mcu.USART.<init>;209;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$DataRegister$TwoLevelFIFO$USARTFrameWrapper;avrora.sim.mcu.USART$DataRegister$TwoLevelFIFO.<init>;353;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$DataRegister$TwoLevelFIFO;avrora.sim.mcu.USART$DataRegister.<init>;318;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$DataRegister;avrora.sim.mcu.USART.<init>;205;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$Receiver$Receive;avrora.sim.mcu.USART$Receiver.<init>;279;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$Receiver;avrora.sim.mcu.USART.<init>;214;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$SerialPrinter;avrora.sim.mcu.USART.<init>;223;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$Transmitter$Transmit;avrora.sim.mcu.USART$Transmitter.<init>;239;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$Transmitter;avrora.sim.mcu.USART.<init>;213;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$UBRRnHReg;avrora.sim.mcu.ATMega128.installDevices;426;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$UBRRnLReg;avrora.sim.mcu.ATMega128.installDevices;426;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$USARTDevice;avrora.sim.mcu.ATMega128.installDevices;426;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART$USARTProperties;avrora.sim.mcu.USART.getUSARTProperties;109;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.mcu.USART;avrora.sim.platform.Mica2$Factory.newPlatform;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.output.EventBuffer;avrora.sim.Simulator.<init>;115;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.output.SimPrinter;avrora.sim.Simulation.getPrinter;424;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.ExternalFlash$Delay;avrora.sim.platform.ExternalFlash$PA3Output.write;365;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.ExternalFlash$Memory;avrora.sim.platform.ExternalFlash.<init>;156;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.ExternalFlash$PA3Output;avrora.sim.platform.ExternalFlash.<init>;169;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.ExternalFlash$PD2Input;avrora.sim.platform.ExternalFlash.<init>;173;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.ExternalFlash$PD3Output;avrora.sim.platform.ExternalFlash.<init>;170;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.ExternalFlash$PD5Output;avrora.sim.platform.ExternalFlash.<init>;171;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.ExternalFlash$Page;avrora.sim.platform.ExternalFlash$Memory.<init>;119;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.ExternalFlash;avrora.sim.platform.Mica2.addDevices;120;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.LED$LEDGroup;avrora.sim.platform.Mica2.addDevices;103;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.LED$LEDProbe;avrora.sim.platform.LED.<init>;113;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.LED;avrora.sim.platform.Mica2.addDevices;99;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.Mica2$Factory;avrora.Defaults.addPlatforms;219;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.Mica2;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.MicaZ$Factory;avrora.Defaults.addPlatforms;220;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.Platform;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.PlatformFactory;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.Seres$Factory;avrora.Defaults.addPlatforms;221;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.Superbot$Factory;avrora.Defaults.addPlatforms;222;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.Telos$Factory;avrora.Defaults.addPlatforms;223;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.AccelSensor$ADCInput;avrora.sim.platform.sensors.AccelSensor.<init>;51;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.AccelSensor;avrora.sim.platform.Mica2.addDevices;124;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.AccelSensorPower$OnPin;avrora.sim.platform.sensors.AccelSensorPower.<init>;53;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.AccelSensorPower;avrora.sim.platform.Mica2.addDevices;123;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.LightSensor$ADCInput;avrora.sim.platform.sensors.LightSensor.<init>;60;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.LightSensor$OnPin;avrora.sim.platform.sensors.LightSensor.<init>;57;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.LightSensor;avrora.sim.platform.Mica2.addDevices;129;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.Sensor;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.platform.sensors.SensorBoard;avrora.sim.platform.Mica2.addDevices;118;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$CALRegister$Calibrate;avrora.sim.radio.CC1000Radio$CALRegister.<init>;655;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$CALRegister;avrora.sim.radio.CC1000Radio.<init>;165;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$CurrentRegister;avrora.sim.radio.CC1000Radio.<init>;160;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$DummyRegister;avrora.sim.radio.CC1000Radio.<init>;141;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$FSCTRLRegister;avrora.sim.radio.CC1000Radio.<init>;170;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$FrequencyRegister$FrequencySubRegister;avrora.sim.radio.CC1000Radio$FrequencyRegister.<init>;374;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$FrequencyRegister;avrora.sim.radio.CC1000Radio.<init>;146;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$FrequencySeparationRegister$SubRegister;avrora.sim.radio.CC1000Radio$FrequencySeparationRegister.<init>;414;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$FrequencySeparationRegister;avrora.sim.radio.CC1000Radio.<init>;156;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$FrontEndRegister;avrora.sim.radio.CC1000Radio.<init>;161;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$LockRegister;avrora.sim.radio.CC1000Radio.<init>;164;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$MainRegister;avrora.sim.radio.CC1000Radio.<init>;144;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$MatchRegister;avrora.sim.radio.CC1000Radio.<init>;169;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$Modem0Register;avrora.sim.radio.CC1000Radio.<init>;168;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$Modem1Register;avrora.sim.radio.CC1000Radio.<init>;167;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$Modem2Register;avrora.sim.radio.CC1000Radio.<init>;166;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$PA_POWRegister;avrora.sim.radio.CC1000Radio.<init>;162;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$PLLRegister;avrora.sim.radio.CC1000Radio.<init>;163;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$PrescalerRegister;avrora.sim.radio.CC1000Radio.<init>;171;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$RSSIOutput;avrora.sim.radio.CC1000Radio.<init>;184;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$RadioRegister;avrora.sim.radio.CC1000Radio.<init>;93;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$Receiver;avrora.sim.platform.Mica2.addDevices;111;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$SPITicker;avrora.sim.radio.CC1000Radio.<init>;181;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface$PALEOutput;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface.<init>;890;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface$PCLKOutput;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface.<init>;887;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface$PDATAInput;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface.<init>;889;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface$PDATAOutput;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface.<init>;888;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$SerialConfigurationInterface;avrora.sim.radio.CC1000Radio.<init>;187;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio$Transmitter;avrora.sim.platform.Mica2.addDevices;111;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC1000Radio;avrora.sim.platform.Mica2.addDevices;111;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.CC2420Radio;avrora.sim.types.SensorSimulation$SensorNode.createNode;176;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$Arbitrator;avrora.sim.types.SensorSimulation.newNode;308;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$BasicArbitrator;avrora.sim.radio.Medium.<init>;666;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$Probe$List;avrora.sim.radio.Medium$TXRX.insertProbe;158;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$Probe;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$Receiver$Ticker;avrora.sim.radio.Medium$Receiver.<init>;269;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$Receiver;avrora.sim.platform.Mica2.addDevices;111;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
